,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,San Policarpo,12.1791,125.5072,80.47,82,89,3.4,PH,1661371838
268,Turaif,31.6725,38.6637,83.23,10,0,11.88,SA,1661371839
269,Tutóia,-2.7619,-42.2744,80.89,76,34,10.4,BR,1661371839
270,Vila Franca do Campo,37.7167,-25.4333,73.81,74,100,2.68,PT,1661371840
271,Torbay,47.6666,-52.7314,72.75,91,87,14.81,CA,1661371840
272,Tuatapere,-46.1333,167.6833,36.95,79,95,3.13,NZ,1661371841
273,Mtsamboro,-12.6998,45.0689,70.92,78,14,8.88,YT,1661371841
274,Xingyi,24.1877,102.817,62.73,96,100,2.89,CN,1661371842
275,Ribas do Rio Pardo,-20.4431,-53.7592,84.33,34,30,5.12,BR,1661371842
276,Chengde,40.9725,117.9361,59.22,93,28,4.09,CN,1661371843
277,Peski,55.2163,38.7626,68.13,48,7,2.13,RU,1661371843
278,Akdepe,42.0551,59.3788,66.7,50,0,9.91,TM,1661371844
279,Laas,46.6166,10.7002,62.87,75,12,0.65,IT,1661371844
280,Tazovsky,67.4667,78.7,49.28,78,71,18.39,RU,1661371845
281,Tiznit Province,29.5833,-9.5,78.28,48,100,3.18,MA,1661371845
282,Darhan,49.4867,105.9228,43.21,91,100,2.1,MN,1661371846
283,Belyy Yar,53.6039,91.3903,57.09,76,40,2.24,RU,1661371846
284,Vardø,70.3705,31.1107,49.98,87,0,10.36,NO,1661371847
285,Ketchikan,55.3422,-131.6461,72.07,64,0,10.36,US,1661371847
286,Kargil,34.5667,76.1,57.94,57,53,7.67,IN,1661371848
287,Watertown,42.3709,-71.1828,90.18,56,75,5.75,US,1661371655
288,Saint Anthony,45.0205,-93.218,83.93,65,100,10.36,US,1661371848
289,Tura,25.5198,90.2201,73.81,94,37,5.3,IN,1661371849
290,Impfondo,1.6381,18.0667,71.55,98,100,3.4,CG,1661371849
291,Kingston,17.997,-76.7936,84.24,82,32,4.0,JM,1661371279
292,Mahibadhoo,3.7833,72.9667,81.37,72,100,10.38,MV,1661371850
293,Fengcheng,40.4536,124.0717,58.57,83,99,2.53,CN,1661371851
294,Arrondissement de Bernay,49.1667,0.6667,76.96,65,50,1.01,FR,1661371851
295,Tessalit,20.1986,1.0114,84.97,51,68,16.02,ML,1661371852
296,Mbeya,-8.9,33.45,54.63,85,28,7.29,TZ,1661371852
297,Lodwar,3.1191,35.5973,87.93,31,100,9.78,KE,1661371633
298,Portales,34.1862,-103.3344,80.94,42,73,5.82,US,1661371853
299,Maniitsoq,65.4167,-52.9,42.01,96,100,14.41,GL,1661371853
300,Ranau,5.9538,116.6641,69.66,98,100,0.47,MY,1661371854
301,Cidreira,-30.1811,-50.2056,63.81,77,1,7.14,BR,1661371854
302,Koumac,-20.5667,164.2833,70.59,78,0,3.67,NC,1661371855
303,Camacha,33.0833,-16.3333,69.22,78,20,11.5,PT,1661371855
304,Sittwe,20.15,92.9,80.46,86,7,1.68,MM,1661371856
305,Gander,48.9682,-54.5906,73.17,94,100,8.99,CA,1661371731
306,Okhotsk,59.3833,143.3,55.18,77,100,10.85,RU,1661371857
307,Soke,13.598,-5.9386,76.98,73,94,5.21,ML,1661371857
308,Santarém,-2.4431,-54.7083,87.93,70,0,9.22,BR,1661371858
309,Codrington,-38.2667,141.9667,50.47,91,75,10.33,AU,1661371858
310,Udachny,66.4167,112.4,43.45,86,66,5.84,RU,1661371859
311,Santa Maria,-29.6842,-53.8069,68.16,78,87,4.79,BR,1661371847
312,Constantine,36.365,6.6147,76.41,57,0,6.91,DZ,1661371860
313,Lompoc,34.6391,-120.4579,86.14,65,0,16.11,US,1661371860
314,Inverbervie,56.8446,-2.28,61.23,72,81,10.33,GB,1661371861
315,São João da Barra,-21.6403,-41.0511,70.2,84,60,19.66,BR,1661371582
316,Chara,56.9064,118.2631,42.78,95,100,3.83,RU,1661371861
317,Anáhuac,27.2333,-100.15,96.67,37,75,8.37,MX,1661371862
318,Woodward,36.4337,-99.3904,92.43,30,0,5.75,US,1661371862
319,Safaga,26.7292,33.9365,93.58,31,0,6.24,EG,1661371863
320,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,94,75,8.95,RU,1661371569
321,Margate,51.3813,1.3862,74.3,88,84,1.01,GB,1661371852
322,Sobolevo,54.4299,31.8996,64.99,53,93,6.38,RU,1661371863
323,Dubbo,-32.25,148.6167,44.73,87,100,3.44,AU,1661371864
324,Iquique,-20.2208,-70.1431,60.84,69,24,8.7,CL,1661371864
325,Roald,62.5833,6.1333,72.52,64,20,8.05,NO,1661371865
326,Şile,41.1754,29.6133,75.56,65,100,4.0,TR,1661371865
327,Lata,40.1629,-8.3327,62.82,94,93,4.16,PT,1661371866
328,Lagoa,39.05,-27.9833,72.73,77,91,12.66,PT,1661371867
329,Jaicós,-7.3592,-41.1378,91.71,26,71,10.6,BR,1661371867
330,Longonjo,-12.9067,15.2533,69.21,28,56,2.44,AO,1661371868
331,Morón,-34.6534,-58.6198,78.8,53,5,3.36,AR,1661371869
332,Muhafazat Lahij,13.1667,44.5833,86.86,50,100,1.39,YE,1661371869
333,Port Hawkesbury,45.6169,-61.3485,76.91,86,100,4.0,CA,1661371870
334,Lakes Entrance,-37.8811,147.981,52.16,93,97,13.2,AU,1661371870
335,Ponta Delgada,37.7333,-25.6667,74.12,68,40,4.61,PT,1661371871
336,Bathsheba,13.2167,-59.5167,86.61,74,40,12.66,BB,1661371871
337,Biltine,14.5333,20.9167,78.91,70,100,4.85,TD,1661371872
338,Diego de Almagro,-26.3667,-70.05,75.96,17,5,10.09,CL,1661371873
339,Seddon,-37.8068,144.8916,52.3,93,100,10.36,AU,1661371873
340,Montepuez,-13.1256,38.9997,70.83,59,23,8.93,MZ,1661371874
341,Palmer,42.1584,-72.3287,87.4,55,40,10.36,US,1661371874
342,Trairi,-3.2778,-39.2689,79.93,73,68,12.84,BR,1661371678
343,Touros,-5.1989,-35.4608,77.36,74,46,17.13,BR,1661371579
344,Casablanca,33.5928,-7.6192,75.42,79,65,7.72,MA,1661371757
345,Sumter,28.7086,-82.0831,96.15,52,98,3.02,US,1661371875
346,Homer,59.6425,-151.5483,56.05,90,100,3.44,US,1661371876
347,Swan River,52.1058,-101.2676,70.39,49,5,3.02,CA,1661371876
348,Tutin,42.9903,20.3314,60.51,94,86,2.77,RS,1661371877
349,Acaraú,-2.8856,-40.12,81.7,69,45,17.36,BR,1661371877
350,Ilesha,7.1371,5.2583,71.2,96,100,2.15,NG,1661371878
351,Villaviciosa,43.4813,-5.4357,71.42,98,96,0.54,ES,1661371878
352,Chimbote,-9.0853,-78.5783,65.97,75,13,11.01,PE,1661371879
353,Portree,57.4129,-6.1942,53.53,90,24,12.93,GB,1661371879
354,Horsham,51.064,-0.3272,75.02,73,20,2.3,GB,1661371880
355,Coyhaique,-45.5752,-72.0662,48.15,57,75,10.36,CL,1661371862
356,Wembley,-31.9333,115.8,55.6,72,0,13.8,AU,1661371881
357,Jintūr,19.6167,76.7,74.98,83,92,8.25,IN,1661371881
358,Brae,60.3964,-1.353,56.17,94,100,11.81,GB,1661371882
359,Gradsko,41.5775,21.9428,70.88,86,98,1.83,MK,1661371883
360,Mahon,39.8885,4.2658,77.56,78,0,2.3,ES,1661371883
361,Puerto Quijarro,-17.7833,-57.7667,96.71,17,73,3.42,BO,1661371884
362,Rūdbār,30.15,62.6,80.35,12,61,15.46,AF,1661371870
363,Naze,28.3667,129.4833,79.81,86,100,10.94,JP,1661371885
364,Al Bardīyah,31.7561,25.0865,78.67,67,0,12.3,LY,1661371885
365,Manacapuru,-3.2997,-60.6206,88.2,48,75,1.01,BR,1661371656
366,Paamiut,61.994,-49.6678,41.72,99,100,9.51,GL,1661371856
367,Portland,45.5234,-122.6762,90.36,53,20,10.36,US,1661371453
368,Vágur,61.4732,-6.8119,51.76,94,83,13.69,FO,1661371886
369,Kumla,59.1277,15.1434,59.32,82,0,3.44,SE,1661371887
370,Bousso,10.4795,16.7117,71.44,95,95,4.29,TD,1661371887
371,Sain Alto,23.5833,-103.25,80.8,27,94,10.33,MX,1661371888
372,Fairbanks,64.8378,-147.7164,58.6,78,100,1.14,US,1661371747
373,Pedernales,18.0384,-71.744,87.04,62,78,8.1,DO,1661371889
374,Rovaniemi,66.5,25.7167,51.21,93,0,2.3,FI,1661371889
375,Mahrīz,31.5917,54.4318,70.3,14,0,4.0,IR,1661371890
376,Grindavik,63.8424,-22.4338,54.07,82,0,5.75,IS,1661371890
377,Batagay-Alyta,67.8006,130.4114,41.67,92,100,4.83,RU,1661371891
378,Viedma,-40.8135,-62.9967,58.59,38,99,6.85,AR,1661371891
379,Ust'-Shonosha,61.1531,41.343,66.09,67,41,3.58,RU,1661371892
380,Shaoyang,27.2315,111.4525,78.75,77,99,2.39,CN,1661371892
381,Launceston,-41.45,147.1667,47.84,83,56,3.44,AU,1661371893
382,Angostura,25.3667,-108.1833,95.0,63,100,5.23,MX,1661371893
383,Faya,18.3851,42.4509,68.52,49,91,4.03,SA,1661371894
384,Hamilton,39.1834,-84.5333,87.26,47,40,4.61,US,1661371537
385,Tsumeb,-19.2333,17.7167,69.39,20,0,7.9,NA,1661371895
386,Jhābua,22.7667,74.6,73.54,89,99,11.77,IN,1661371895
387,Cherskiy,68.75,161.3,56.43,69,90,6.02,RU,1661371896
388,Atar,20.5169,-13.0499,97.86,30,8,17.96,MR,1661371867
389,Manokwari,-0.8667,134.0833,76.3,74,14,4.41,ID,1661371897
390,Acarí,-15.4311,-74.6158,72.82,52,10,8.7,PE,1661371897
391,Comodoro Rivadavia,-45.8667,-67.5,57.06,30,100,23.02,AR,1661371898
392,Port Augusta,-32.5,137.7667,43.3,91,6,3.06,AU,1661371898
393,Thinadhoo,0.5333,72.9333,81.18,75,100,7.58,MV,1661371863
394,Galveston,29.3669,-94.9669,84.31,86,75,8.05,US,1661371899
395,Batemans Bay,-35.7167,150.1833,52.11,72,95,5.03,AU,1661371900
396,Tevriz,57.509,72.4042,59.59,87,18,5.12,RU,1661371900
397,Srednekolymsk,67.45,153.6833,46.56,89,99,13.82,RU,1661371901
398,Jalu,29.0331,21.5482,86.47,32,0,12.01,LY,1661371901
399,Christchurch,-43.5333,172.6333,42.94,91,100,1.14,NZ,1661371604
400,Lethem,3.3803,-59.7968,76.1,83,100,2.42,GY,1661371902
401,Harstad,68.799,16.5293,51.19,62,23,5.21,NO,1661371902
402,Kongolo,-5.3833,27.0,84.07,29,39,3.31,CD,1661371903
403,Necochea,-38.5473,-58.7368,63.81,57,15,4.65,AR,1661371903
404,Barcelos,41.5388,-8.6151,68.92,95,24,4.68,PT,1661371831
405,Marystown,47.1666,-55.1483,69.89,89,99,15.43,CA,1661371904
406,Lazarev,52.225,141.5131,56.55,70,3,5.1,RU,1661371905
407,Ibrā’,22.6906,58.5334,89.11,44,100,8.39,OM,1661371905
408,Coahuayana Viejo,18.7333,-103.6833,90.14,59,28,7.63,MX,1661371906
409,Haines Junction,60.7522,-137.5108,56.07,93,100,3.62,CA,1661371907
410,Payo,-3.7508,103.6372,73.06,95,72,1.88,ID,1661371907
411,Esil,51.9556,66.4042,58.48,44,2,1.03,KZ,1661371907
412,Hofn,64.2539,-15.2082,51.62,84,99,7.74,IS,1661371908
413,Chui,-33.6971,-53.4616,63.93,80,89,3.83,UY,1661371908
414,Progreso,21.2833,-89.6667,97.11,72,43,13.69,MX,1661371909
415,Forsytheganj,52.6333,29.7333,70.05,48,78,8.1,BY,1661371909
416,Cockburn Town,21.4612,-71.1419,83.62,73,4,14.16,TC,1661371869
417,Ustikolina,43.5836,18.79,67.57,97,29,1.77,BA,1661371910
418,Rabo de Peixe,37.8,-25.5833,72.91,68,40,4.61,PT,1661371678
419,Mossamedes,-15.1961,12.1522,64.22,82,100,6.89,AO,1661371911
420,Le Vauclin,14.5452,-60.8388,86.05,70,75,12.66,MQ,1661371911
421,Conceição do Araguaia,-8.2578,-49.2647,99.09,19,41,5.37,BR,1661371912
422,Igarka,67.4667,86.5833,46.35,85,35,4.12,RU,1661371912
423,Dhulian,24.6833,87.9667,80.1,89,2,7.56,IN,1661371913
424,Kushiro,42.975,144.3747,58.37,86,55,10.22,JP,1661371913
425,Smoky Lake,54.1169,-112.4686,81.75,29,1,7.18,CA,1661371914
426,Bogorodskoye,56.55,37.8833,67.37,45,93,4.61,RU,1661371914
427,Baghdad,33.3406,44.4009,93.11,24,0,8.05,IQ,1661371915
428,Pochutla,15.7432,-96.4661,89.82,57,98,6.24,MX,1661371915
429,Tsarskoye Selo,59.6873,30.3405,72.73,64,0,4.47,RU,1661371916
430,Ormara,25.2088,64.6357,81.0,88,100,9.06,PK,1661371916
431,Baijiantan,45.6333,85.1833,71.78,22,61,3.67,CN,1661371632
432,Arica,-18.475,-70.3042,69.35,72,0,11.5,CL,1661371917
433,Irtyshskiy,58.3333,68.1333,63.19,86,92,7.52,RU,1661371917
434,Kodinsk,58.6881,99.1844,44.24,98,97,2.93,RU,1661371918
435,Hīt,33.6416,42.8251,93.52,19,0,10.22,IQ,1661371918
436,Vila,42.0304,-8.1588,65.28,93,12,3.78,PT,1661371919
437,Esim,4.8699,-2.2405,74.5,84,2,4.76,GH,1661371919
438,Aripuanã,-9.1667,-60.6333,98.44,21,16,2.53,BR,1661371920
439,Rawson,-43.3002,-65.1023,57.45,29,5,16.11,AR,1661371920
440,Leshukonskoye,64.8989,45.7622,49.01,73,100,4.16,RU,1661371921
441,Gimli,50.6336,-96.9907,67.87,51,50,13.82,CA,1661371921
442,Port Hardy,50.6996,-127.4199,60.98,88,75,4.61,CA,1661371922
443,Ozieri,40.586,9.0012,71.1,47,72,3.2,IT,1661371923
444,Aksu,41.1231,80.2644,71.37,46,100,2.64,CN,1661371923
445,Khlevnoye,52.1951,39.0932,73.42,35,87,7.11,RU,1661371924
446,Harper,4.375,-7.7169,76.32,79,100,8.48,LR,1661371924
447,Inuvik,68.3499,-133.7218,61.79,72,100,2.48,CA,1661371925
448,Inyonga,-6.7167,32.0667,69.62,37,6,4.88,TZ,1661371925
449,San Juan de Urabá,8.7592,-76.5297,82.38,82,54,5.88,CO,1661371926
450,Terrace,54.5163,-128.6035,85.44,48,3,0.81,CA,1661371926
451,Baharly,38.4362,57.4316,76.73,18,0,1.39,TM,1661371927
452,Kununurra,-15.7667,128.7333,66.18,15,7,11.5,AU,1661371677
453,Aswān,24.0934,32.907,97.21,16,5,9.78,EG,1661371928
454,Aksarka,66.5606,67.7975,52.39,65,31,16.02,RU,1661371928
455,Oranjemund,-28.55,16.4333,58.57,88,97,11.68,NA,1661371929
456,Batagay,67.6333,134.6333,41.81,94,100,3.87,RU,1661371929
457,Kiryat Gat,31.61,34.7642,83.39,100,0,9.93,IL,1661371886
458,Kahului,20.8947,-156.47,91.42,59,20,16.11,US,1661371930
459,Mpongwe,-13.5091,28.155,66.36,44,13,8.61,ZM,1661371930
460,Nouadhibou,20.931,-17.0347,74.32,79,47,14.97,MR,1661371931
461,Teya,60.3778,92.6267,50.31,98,65,4.34,RU,1661371931
462,San Jose,37.3394,-121.895,90.91,47,0,9.22,US,1661371802
463,Emirdağ,39.0197,31.15,67.57,65,65,3.8,TR,1661371932
464,Laguna,38.421,-121.4238,102.31,33,0,9.22,US,1661371933
465,Pangody,65.85,74.4859,52.45,69,50,14.83,RU,1661371933
466,Anadyr,64.75,177.4833,50.49,93,100,24.16,RU,1661371934
467,Lincoln,40.8,-96.667,94.28,37,0,8.05,US,1661371934
468,Sakakah,29.9697,40.2064,86.02,12,0,8.99,SA,1661371935
469,Sirte,31.2089,16.5887,80.92,64,0,10.09,LY,1661371935
470,Aykhal,66.0,111.5,42.89,73,100,7.58,RU,1661371936
471,Suntar,62.1444,117.6319,44.98,82,100,4.07,RU,1661371936
472,Tommot,58.9564,126.2925,45.99,95,100,3.62,RU,1661371936
473,Kropotkin,45.4375,40.5756,79.41,28,0,22.84,RU,1661371937
474,Padang,-0.9492,100.3543,75.58,87,68,4.27,ID,1661371937
475,Merauke,-8.4667,140.3333,76.55,85,72,13.47,ID,1661371938
476,Tufānganj,26.3167,89.6667,81.03,83,43,3.98,IN,1661371938
477,Beringovskiy,63.05,179.3167,49.3,95,100,17.83,RU,1661371939
478,Oranjestad,12.524,-70.027,89.55,66,20,20.71,AW,1661371939
479,Palestine,31.9216,35.2033,74.93,60,0,3.58,PS,1661371697
480,Hokitika,-42.7167,170.9667,51.33,91,100,6.76,NZ,1661371940
481,Slave Lake,55.2834,-114.769,80.28,35,0,5.55,CA,1661371801
482,Dawei,14.0833,98.2,77.13,93,100,2.57,MM,1661371941
483,Itanagar,27.1,93.6167,77.23,90,100,3.38,IN,1661371942
484,Micheweni,-4.9667,39.8333,75.18,80,8,13.78,TZ,1661371942
485,Port Hueneme,34.1478,-119.1951,97.52,71,20,10.36,US,1661371943
486,Ust-Nera,64.5667,143.2,49.39,87,100,6.6,RU,1661371943
487,Soubre,5.7856,-6.6083,75.06,72,90,4.88,CI,1661371943
488,Chikwawa,-16.0335,34.8009,69.94,52,10,2.62,MW,1661371944
489,Yaan,7.3833,8.5667,72.82,91,90,2.21,NG,1661371944
490,Hobyo,5.3505,48.5268,76.64,81,99,22.1,SO,1661371945
491,Sosnovo-Ozerskoye,52.5249,111.5418,42.35,72,99,10.42,RU,1661371933
492,Kilindoni,-7.9139,39.6668,75.87,76,0,16.26,TZ,1661371946
493,Mersing,2.4312,103.8405,76.35,90,49,7.2,MY,1661371946
494,Jumla,29.2747,82.1838,61.72,90,98,1.79,NP,1661371947
495,Cocobeach,1.0002,9.5823,76.37,82,100,7.72,GA,1661371947
496,Port Hedland,-20.3167,118.5667,64.45,22,4,11.5,AU,1661371948
497,Lima,-12.0432,-77.0282,71.91,63,16,9.4,PE,1661371255
498,Kondagaon,19.6,81.6667,72.27,90,100,4.21,IN,1661371948
499,Hualmay,-11.0964,-77.6139,66.18,71,14,9.8,PE,1661371949
500,Tahe,52.3333,124.7333,45.07,95,100,2.15,CN,1661371950
501,Sorong,-0.8833,131.25,77.92,84,100,3.27,ID,1661371950
502,Krutinka,56.0055,71.5113,58.55,86,1,5.1,RU,1661371951
503,Sørland,67.667,12.6934,55.26,64,5,7.43,NO,1661371951
504,Los Alamos,35.8881,-106.307,77.14,47,0,3.44,US,1661371952
505,Flinders,-34.5833,150.8552,50.38,73,12,9.48,AU,1661371952
506,Umm Kaddadah,13.6017,26.6876,86.07,50,75,16.15,SD,1661371953
507,Eravur,7.7733,81.6095,79.56,75,100,3.98,LK,1661371953
508,Yumen,40.2833,97.2,68.86,43,84,9.15,CN,1661371954
509,Pangnirtung,66.1451,-65.7125,44.6,93,100,10.36,CA,1661371954
510,Najrān,17.4924,44.1277,88.02,21,100,6.82,SA,1661371955
511,Esmeraldas,-19.7625,-44.3139,76.06,27,21,2.8,BR,1661371955
512,Namtsy,62.7161,129.6658,40.39,94,43,8.75,RU,1661371956
513,Makat,47.6469,53.3463,77.36,34,0,8.16,KZ,1661371957
514,Kajaani,64.2273,27.7285,53.65,94,100,13.8,FI,1661371956
515,Kryvyi Rih,47.9167,33.35,77.9,22,5,13.4,UA,1661371957
516,Mwense,-10.3845,28.698,75.25,33,47,9.93,ZM,1661371958
517,La Rioja,42.25,-2.5,69.58,90,100,3.09,ES,1661371959
518,Bud,39.447,-86.1758,84.15,56,0,3.83,US,1661371959
519,Corrales,35.2378,-106.6067,87.26,41,40,7.0,US,1661371960
520,Banjar,-8.19,114.9675,73.24,87,49,5.77,ID,1661371960
521,Kalmunai,7.4167,81.8167,79.29,77,97,5.7,LK,1661371961
522,Meulaboh,4.1363,96.1285,74.82,93,100,5.1,ID,1661371961
523,Puerto Escondido,15.85,-97.0667,86.83,62,75,8.05,MX,1661371962
524,Filingué,14.3521,3.3168,85.64,56,52,10.25,NE,1661371962
525,Challapata,-18.9,-66.7667,55.31,7,30,7.4,BO,1661371963
526,Mbarara,-0.608,30.65,67.23,63,42,1.23,UG,1661371963
527,Roseburg,43.2165,-123.3417,85.17,42,0,3.0,US,1661371927
528,Zemio,5.0314,25.1361,69.71,96,75,3.04,CF,1661371964
529,Clyde River,70.4692,-68.5914,35.38,91,89,3.06,CA,1661371965
530,Chakwal,32.9334,72.8585,77.32,81,0,4.79,PK,1661371965
531,Kaka,37.3482,59.6143,73.04,16,0,4.18,TM,1661371966
532,Pilot Butte,50.4668,-104.4178,72.66,49,44,6.73,CA,1661371966
533,Mumford,5.2618,-0.759,73.15,90,4,5.64,GH,1661371967
534,Mata,40.683,-7.4592,67.93,85,3,7.99,PT,1661371967
535,Fort-Shevchenko,44.5086,50.263,78.19,37,0,14.88,KZ,1661371968
536,Ngaoundéré,7.3167,13.5833,62.56,98,99,2.55,CM,1661371968
